DC_red,AC_red,(AC/DC)_red,DC_ir,AC_ir,(AC/DC)_ir,SpO2
88.83108709,0.110135461,0.00123983,121.427069,0.208882011,0.001720226,94.48913862
88.81660802,0.102177064,0.001150427,121.4108877,0.192655021,0.001586802,94.2882578
88.76131416,0.097639092,0.001100019,121.4005626,0.192442734,0.001585188,94.08732417
88.73566043,0.102957775,0.001160275,121.3928867,0.194431107,0.001601668,93.88641356
88.67331828,0.103699716,0.001169458,121.4059832,0.189213781,0.001558521,93.68553649
88.58530827,0.098532836,0.001112293,121.3781842,0.167348908,0.00137874,93.57405331
88.53370486,0.118054689,0.001333443,121.2507451,0.179076215,0.001476908,93.38405233
88.50582669,0.13132284,0.001483776,121.1907533,0.179900802,0.001484443,93.18309751
88.44383609,0.138124043,0.001561715,121.1044404,0.188275485,0.001554654,92.98219511
88.39436308,0.150394755,0.001701407,121.0449645,0.215000063,0.0017762,92.78128255
88.36945668,0.156574365,0.001771815,121.0118507,0.208576953,0.001723608,92.66977224
88.37734063,0.167572186,0.001896099,120.9686979,0.234362887,0.001937385,92.47969892
88.37787266,0.167362226,0.001893712,120.942334,0.234904606,0.001942286,92.27872161
88.40937022,0.165922499,0.001876752,120.9457065,0.240335905,0.001987139,92.16731124
88.39729588,0.174598309,0.001975154,120.9068439,0.244674058,0.002023658,92.06678995
88.44094994,0.185047699,0.002092331,120.9533457,0.271216489,0.002242323,91.96629047
88.53336862,0.1548073,0.001748576,121.0536025,0.241725997,0.001996851,92.04490599
88.57204817,0.140863392,0.001590382,121.0958803,0.238587001,0.001970232,92.14540083
88.60546836,0.135359671,0.001527667,121.1496534,0.218495803,0.00180352,92.24587112
88.64086415,0.136879657,0.001544205,121.1506462,0.214070237,0.001766976,92.43589164
88.69086448,0.138576079,0.001562462,121.09386,0.22327863,0.001843848,92.63681067
88.71231806,0.136264557,0.001536027,121.053562,0.221935222,0.001833364,92.92731287
88.7333773,0.138942701,0.001565845,120.9899377,0.230072438,0.001901583,93.31835915
88.78599246,0.137588615,0.001549666,120.9558118,0.232922229,0.00192568,93.63064133
88.81209969,0.130308853,0.001467242,120.8999382,0.232935345,0.001926679,93.93203341
88.82051219,0.138039144,0.001554136,120.7967206,0.244026633,0.002020143,94.23340975
88.83383485,0.145445278,0.001637273,120.7290063,0.249330443,0.002065207,94.44522485
88.83965256,0.143273001,0.001612715,120.5764139,0.249642248,0.002070407,94.64612227
88.84901608,0.14788275,0.001664428,120.4998131,0.254818502,0.00211468,94.84698404
88.86336592,0.138016692,0.001553134,120.4150216,0.237582325,0.001973029,94.95833389
88.87689028,0.144195118,0.001622414,120.364024,0.250685468,0.002082728,95.05881787
88.89753451,0.141653343,0.001593445,120.3247507,0.236219826,0.001963186,95.15928257
88.88910521,0.131437769,0.001478671,120.2742489,0.22695101,0.001886946,95.17014965
88.86306182,0.127084282,0.001430114,120.1910061,0.217992043,0.001813713,95.17016341
88.83959777,0.128521265,0.001446666,120.1435867,0.214005835,0.001781251,95.17016605
88.81586719,0.137308961,0.001545996,120.083205,0.213729423,0.001779844,95.17017732
88.79628303,0.136897569,0.001541704,120.052738,0.209506129,0.001745117,95.17020681
88.82080032,0.149754705,0.001686032,120.0774015,0.223608068,0.001862199,95.17022921
88.83524874,0.137373879,0.001546389,120.0955526,0.219659701,0.001829041,95.25997707
88.85199031,0.125183112,0.001408895,120.1162254,0.225932062,0.001880945,95.36039469
88.85642555,0.117014567,0.001316895,120.1166787,0.215888793,0.001797326,95.46082103
88.84893557,0.131028118,0.001474729,120.1066033,0.220902277,0.001839218,95.56124655
88.85743791,0.135946048,0.001529934,120.1040257,0.231767833,0.001929726,95.66163641
88.8635529,0.130604568,0.00146972,120.1000503,0.236555816,0.001969656,95.76209266
88.85988073,0.125692592,0.001414503,120.0795918,0.241990422,0.00201525,95.86257728
88.8717023,0.123838422,0.001393452,120.0722106,0.24115644,0.002008428,95.96305398
88.87546188,0.122907826,0.001382922,120.0491453,0.228568196,0.001903955,96.06348204
88.90100802,0.125495675,0.001411634,120.0543076,0.246357801,0.002052053,96.1638869
88.90898267,0.134281095,0.001510321,120.043611,0.252445013,0.002102944,96.17461077
88.90090159,0.132900881,0.001494933,120.0264273,0.246736737,0.002055687,96.17464524
88.89447825,0.145812297,0.001640285,120.0098455,0.253514322,0.002112446,96.08487043
107.7968841,0.155610945,0.001443557,145.4540518,0.263140289,0.001809096,97.18047016
107.6982377,0.144263451,0.001339515,145.3035213,0.241658597,0.00166313,97.18039636
107.6549505,0.140319176,0.001303416,145.1732301,0.255826365,0.001762214,97.18042433
107.6216349,0.145325148,0.001350334,145.0910183,0.254810645,0.001756212,97.18052293
107.576077,0.158507481,0.001473445,144.9549746,0.263141396,0.001815332,97.18054178
107.5594024,0.147015819,0.001366834,144.8837041,0.253677587,0.001750905,97.18055465
107.5315254,0.144741422,0.001346037,144.7817697,0.259588892,0.001792967,97.18060877
107.5269728,0.133575707,0.001242253,144.7237922,0.247813897,0.001712323,97.1806176
107.5139655,0.131467018,0.00122279,144.6764467,0.243661395,0.001684182,97.18060737
107.5023468,0.134056115,0.001247006,144.6314519,0.251831796,0.001741197,97.18054464
107.5060245,0.135340517,0.001258911,144.5907164,0.252350056,0.001745271,97.18055941
107.4880186,0.131891786,0.001227037,144.5604949,0.257995286,0.001784687,97.1806494
107.4851109,0.134871354,0.001254791,144.5503041,0.263230141,0.001821028,97.18063542
107.4815763,0.131085505,0.001219609,144.5469152,0.273502932,0.00189214,97.18056864
107.4703723,0.117165457,0.001090212,144.5460086,0.257507301,0.00178149,97.18054453
107.4466396,0.128229814,0.001193428,144.5325286,0.251502157,0.001740108,97.180558
107.3934617,0.132392342,0.001232778,144.5005327,0.255399319,0.001767463,97.18054807
107.3414305,0.140839954,0.001312074,144.458775,0.264120716,0.001828347,97.18054127
107.2557204,0.140178241,0.001306954,144.3828028,0.260089182,0.001801386,97.18053377
107.1875835,0.145141505,0.001354089,144.3250836,0.267425892,0.001852941,97.18054118
107.1396261,0.150366321,0.001403461,144.2789349,0.274610879,0.001903333,97.18057564
107.0879075,0.156223289,0.001458832,144.2263841,0.278266015,0.00192937,97.18057505
106.9782517,0.151521728,0.001416379,144.1062413,0.259433821,0.001800296,97.18060971
106.9186972,0.153880928,0.001439233,144.0315446,0.26143162,0.0018151,97.18063057
106.8691928,0.151916969,0.001421523,143.9639774,0.277367687,0.001926646,97.1806862
106.8324506,0.15937382,0.001491811,143.8434472,0.28396836,0.001974149,97.18074598
106.7744846,0.164317649,0.001538922,143.7428511,0.28368221,0.00197354,97.18076746
106.7451525,0.169005369,0.00158326,143.6833498,0.287110838,0.001998219,97.18078185
106.0904988,0.127370176,0.00120058,142.9103005,0.216240708,0.001513122,97.18079369
106.0398158,0.125129861,0.001180027,142.8557555,0.214634903,0.001502459,97.18078245
105.9742873,0.120428958,0.001136398,142.7477897,0.211583655,0.00148222,97.18077037
105.9383329,0.115807962,0.001093164,142.6996578,0.206236207,0.001445247,97.1807876
105.8684086,0.116314988,0.001098675,142.6058885,0.208731424,0.001463694,97.18077331
105.8316264,0.120528677,0.001138872,142.5401613,0.211455269,0.001483479,97.18078619
105.8086005,0.132920154,0.001256232,142.5105726,0.230144143,0.001614927,97.11951893
105.7663805,0.129176814,0.001221341,142.4816492,0.226400278,0.001588979,97.01892298
105.7165728,0.128012041,0.001210899,142.4028792,0.227781549,0.001599557,96.91836037
105.7079123,0.124114981,0.001174131,142.3748511,0.224542833,0.001577124,96.81774252
105.6947224,0.135211493,0.001279264,142.3586685,0.238767295,0.001677223,96.71716997
105.6629768,0.137220203,0.001298659,142.3427133,0.242060002,0.001700544,96.55538434
105.6315464,0.132475077,0.001254124,142.3289414,0.242144687,0.001701303,96.35436914
105.5974159,0.137537162,0.001302467,142.3158427,0.251153663,0.001764763,96.15334362
105.5352482,0.136237722,0.001290922,142.2787556,0.249302177,0.001752209,95.95235609
105.516354,0.136677642,0.001295322,142.2536853,0.248597724,0.001747566,95.75137404
105.4804193,0.123764528,0.001173341,142.2349675,0.230514318,0.001620659,95.61166533
105.3906163,0.123576136,0.001172553,142.180947,0.229190346,0.001611962,95.44997536
105.384274,0.127051891,0.001205606,142.1835335,0.226124022,0.001590367,95.24911634
105.3538656,0.131162921,0.001244975,142.1889606,0.233092338,0.001639314,95.04829826
105.3048699,0.12734272,0.001209277,142.1785138,0.218849526,0.001539259,94.84743772
105.2637713,0.131741127,0.001251533,142.1507684,0.2201404,0.00154864,94.64646933
105.2330797,0.13845689,0.001315716,142.12591,0.22333939,0.001571419,94.44556267
105.1859542,0.130727776,0.001242825,142.0860787,0.220518817,0.001552009,94.24465063
105.1965402,0.12306895,0.001169895,142.1096334,0.225597287,0.001587488,94.04376353
105.1903315,0.12023133,0.001142988,142.1265355,0.211731221,0.001489737,93.84283163
105.1935778,0.123217981,0.001171345,142.1504945,0.224785628,0.001581321,93.58054862
105.2337465,0.135679293,0.001289314,142.1932705,0.234186308,0.001646958,93.3404132
105.2636632,0.135319944,0.001285533,142.2194082,0.23857287,0.001677499,93.13946062
105.3022353,0.127685888,0.001212566,142.237417,0.228937878,0.001609547,92.93851969
105.3705923,0.149280029,0.001416714,142.2848002,0.256191148,0.001800552,92.73756487
105.403682,0.150933135,0.001431953,142.3477746,0.249397099,0.001752027,92.59792419
105.5095133,0.159053292,0.001507478,142.4330679,0.255550739,0.001794181,92.55885324
105.5550134,0.161192211,0.001527092,142.5196863,0.241525917,0.001694685,92.55884595
105.6641162,0.200953133,0.001901811,142.554257,0.263363301,0.00184746,92.62022525
105.6830818,0.182114421,0.001723213,142.6259776,0.278665817,0.001953822,92.72066759
105.6935183,0.186867724,0.001768015,142.6198456,0.263678797,0.001848823,92.94385687
105.7332302,0.178769153,0.001690757,142.5953929,0.251459899,0.00176345,93.24525785
105.8082184,0.183750955,0.001736642,142.5618428,0.263508225,0.001848378,93.54665215
105.8917593,0.183827779,0.001735997,142.5554424,0.262886107,0.001844097,93.90944064
105.9782176,0.185583097,0.001751144,142.5153789,0.263029743,0.001845624,94.3112487
106.0332536,0.188758177,0.001780179,142.4489263,0.279570206,0.0019626,94.71304988
106.0884784,0.183863653,0.001733116,142.4165851,0.280157566,0.00196717,95.05343059
106.1234495,0.178985106,0.001686575,142.34902,0.276930186,0.001945431,95.35476186
106.1540403,0.176072528,0.001658651,142.338607,0.269044809,0.001890175,95.65622691
106.2099553,0.181295259,0.001706952,142.3039358,0.279096949,0.001961274,95.9576606
106.3065715,0.173092271,0.001628237,142.2762833,0.273313769,0.001921007,96.19771926
106.339411,0.170118519,0.001599769,142.2417835,0.261815933,0.00184064,96.39870224
106.3842728,0.167029432,0.001570058,142.1705172,0.264997662,0.001863942,96.59968784
106.4171176,0.166315948,0.001562868,142.0999112,0.265543141,0.001868707,96.73924741
106.4274776,0.16103296,0.001513077,142.0682943,0.259444644,0.001826197,96.83983821
106.4563493,0.151606447,0.001424118,142.0486869,0.264459799,0.001861755,96.94044491
106.4637068,0.154373346,0.001450009,142.0286276,0.26944584,0.001897123,97.04104473
106.465647,0.148693609,0.001396635,141.9869609,0.272106874,0.001916422,97.14162549
106.4437184,0.149501691,0.001404514,141.9420896,0.270522845,0.001905868,97.11903884
106.432388,0.15665025,0.001471829,141.890409,0.287314842,0.002024907,97.01849195
106.4261575,0.160091943,0.001504254,141.878489,0.301426854,0.002124542,96.91790409
106.4299718,0.166932181,0.00156847,141.9112357,0.298831224,0.002105762,96.81734391
106.4097482,0.153478847,0.001442338,141.9095517,0.289222905,0.002038079,96.71677715
106.4055351,0.143859707,0.001351995,141.9046478,0.274512088,0.001934483,96.61624089
106.3871313,0.151783046,0.001426705,141.8904734,0.279037912,0.001966573,96.51567392
106.3657514,0.144477527,0.001358309,141.8647234,0.247492733,0.001744569,96.41507127
106.3544918,0.140728216,0.0013232,141.8415662,0.240572147,0.001696062,96.31445839
106.356252,0.147480695,0.001386667,141.8282049,0.246479199,0.001737872,96.21389659
106.392527,0.149662361,0.0014067,141.875877,0.256809652,0.001810101,96.17495527
106.4128424,0.139029559,0.001306511,141.9109798,0.242289938,0.001707338,96.17495506
106.4440115,0.129927641,0.00122062,141.9814722,0.233358154,0.001643582,96.17499601
106.4771619,0.142003381,0.001333651,142.0155394,0.25582064,0.001801357,96.17500432
106.5409248,0.153198506,0.001437931,142.1057582,0.272475483,0.001917413,96.17504668
106.5699275,0.163511173,0.001534309,142.1487028,0.280296545,0.001971854,96.17503432
106.6092321,0.156772266,0.001470532,142.208337,0.288590079,0.002029347,96.17501617
106.6403662,0.160516214,0.001505211,142.2466861,0.29044823,0.002041863,96.23678586
106.6887917,0.163688556,0.001534262,142.2909626,0.287154742,0.002018081,96.33741261
121.798,0.144330999,0.001185003,164.184657,0.298944382,0.001820781,95.16957679
122.0997134,0.166020733,0.001359714,164.4195425,0.334004413,0.002031416,95.16959543
122.1356968,0.185746994,0.001520825,164.4492818,0.348844017,0.002121286,95.16960343
122.1786548,0.180911063,0.001480709,164.4671099,0.340341534,0.002069359,95.16956887
122.1911242,0.162964732,0.001333687,164.4753922,0.322901711,0.001963222,95.16957628
122.2008733,0.17361468,0.001420732,164.4881312,0.32726448,0.001989593,95.16959331
122.200098,0.188231819,0.001540357,164.4987241,0.320516281,0.001948442,95.16956858
122.1808742,0.184000845,0.001505971,164.4517252,0.317080015,0.001928104,95.16958124
122.1695751,0.200670701,0.001642559,164.4399587,0.325747202,0.001980949,95.16956897
122.1850316,0.192514228,0.001575596,164.5118822,0.314720502,0.001913056,95.16956219
122.2045469,0.186119211,0.001523014,164.5645782,0.307114084,0.001866222,95.16956492
122.2059066,0.167887802,0.001373811,164.6081145,0.281190339,0.001708241,95.19517651
122.1703082,0.163108555,0.001335092,164.6119219,0.275197592,0.001671796,95.29560386
122.1456788,0.180143246,0.001474823,164.6063845,0.286300658,0.001739305,95.3960464
122.1413829,0.185435054,0.0015182,164.6276972,0.293639111,0.001783656,95.49647526
122.1324184,0.190542955,0.001560134,164.6290476,0.308428638,0.001873476,95.59691011
122.1353912,0.183392149,0.001501548,164.6551433,0.30460261,0.001849943,95.69734829
122.1306038,0.165987978,0.001359102,164.6900445,0.299008312,0.001815582,95.77210993
122.1144348,0.163128759,0.001335868,164.6708887,0.29585526,0.001796646,95.77213416
122.0773865,0.16469585,0.00134911,164.6355355,0.295017181,0.001791941,95.77213769
122.0362698,0.176284506,0.001444526,164.5836951,0.311169427,0.001890646,95.79780159
122.0031904,0.189387803,0.001552318,164.5372696,0.3284441,0.001996168,95.87259009
122.0042663,0.177364116,0.001453753,164.5445163,0.31753371,0.001929774,95.87259252
121.9985896,0.168073618,0.001377669,164.5548254,0.312984178,0.001902005,95.87259558
121.9644754,0.145369801,0.001191903,164.562201,0.28158636,0.001711124,95.84686803
121.9463367,0.140722664,0.001153972,164.550379,0.2749238,0.001670758,95.74641787
121.9156773,0.137652243,0.001129077,164.5431854,0.267043427,0.001622938,95.64598587
121.8898146,0.134167732,0.00110073,164.5420177,0.269001803,0.001634852,95.57124159
121.8859177,0.134371045,0.001102433,164.5476531,0.26327838,0.001600013,95.5712208
121.8606771,0.138241294,0.001134421,164.5906002,0.283652348,0.001723381,95.57122424
121.8398506,0.149242734,0.001224909,164.621307,0.268166973,0.001628993,95.54558873
121.8307883,0.14866838,0.001220286,164.6359789,0.247392618,0.001502664,95.44520313
121.7709633,0.143688296,0.001179988,164.636553,0.246031156,0.00149439,95.34481764
121.6788551,0.154847468,0.001272591,164.6666182,0.262966291,0.001596962,95.24439818
121.6376493,0.150573834,0.001237888,164.6981091,0.26136242,0.001586918,95.16971499
121.5819025,0.144864505,0.001191497,164.7239467,0.25629603,0.001555912,95.16974176
121.471059,0.161406572,0.001328766,164.7353264,0.269304029,0.001634768,95.16975624
121.3613335,0.150087451,0.001236699,164.7322066,0.265176163,0.001609741,95.1697613
121.2813685,0.141887155,0.001169901,164.7217418,0.250986558,0.0015237,95.16979566
121.1934242,0.133227571,0.001099297,164.7010307,0.243063172,0.001475784,95.1439825
121.163244,0.130477777,0.001076876,164.6830799,0.251988173,0.00153014,95.0435422
121.0718386,0.142715233,0.001178765,164.6905601,0.285378619,0.001732817,94.94314774
121.0190964,0.150870031,0.001246663,164.7089386,0.289457112,0.001757386,94.84270684
120.9645937,0.134931177,0.00111546,164.7233483,0.267357127,0.001623068,94.74228673
120.8274273,0.135235048,0.001119241,164.6822222,0.26269145,0.001595142,94.64185901
120.7466534,0.125291113,0.001037636,164.6437589,0.251707505,0.001528801,94.51554481
120.7113801,0.125949348,0.001043392,164.5982407,0.243978622,0.001482267,94.31469023
120.548909,0.141641349,0.00117497,164.5521861,0.264253943,0.001605897,94.11379704
120.4726883,0.139683571,0.001159463,164.5258182,0.269165175,0.001636006,93.88699906
120.311851,0.130050686,0.001080947,164.5149119,0.264189156,0.001605868,93.61147926
120.2169635,0.122530564,0.001019245,164.4891968,0.241947894,0.001470904,93.41051562
120.1719819,0.124636592,0.001037152,164.4698232,0.246309313,0.001497596,93.20951416
120.0980753,0.115410201,0.000960966,164.4614353,0.228520163,0.001389506,93.00855002
119.9308781,0.131709245,0.00109821,164.388617,0.243246409,0.001479703,92.80761577
119.8598277,0.128366523,0.001070972,164.3734081,0.234197137,0.001424787,92.58073315
119.8584834,0.137725382,0.001149067,164.4096425,0.238239766,0.001449062,92.30518982
119.8985255,0.146399795,0.001221031,164.4886354,0.242314695,0.001473139,92.07826395
119.9601422,0.158097994,0.001317921,164.5194254,0.243289906,0.001478791,91.77691144
120.0112075,0.171741811,0.001431048,164.5500512,0.24776047,0.001505685,91.50145479
120.1146684,0.188523205,0.001569527,164.5680015,0.268652394,0.00163247,91.30051225
120.1874886,0.198672334,0.00165302,164.5817942,0.273832178,0.001663806,91.07365307
120.2220579,0.199497461,0.001659408,164.5603898,0.270532239,0.001643969,90.77237006
120.2569141,0.201496439,0.00167555,164.51689,0.277291178,0.001685488,90.47105887
120.3550274,0.208781401,0.001734713,164.4748198,0.260845886,0.001585932,90.16973725
120.3614834,0.212965505,0.001769383,164.4168661,0.274233497,0.001667916,89.92036772
120.4096792,0.213020629,0.001769132,164.3473173,0.278375969,0.001693827,89.84593216
120.4308089,0.209489969,0.001739505,164.3064577,0.288303986,0.001754672,89.87184707
120.451103,0.219470989,0.001822075,164.2052521,0.286302895,0.001743567,89.99828064
120.4711138,0.21639813,0.001796266,164.0779955,0.278170616,0.001695356,90.22518706
120.480394,0.212528704,0.001764011,163.9876118,0.277275213,0.00169083,90.52656058
120.4984713,0.19984919,0.001658521,163.8078339,0.272248036,0.001661996,90.87995328
120.531168,0.205121065,0.001701809,163.7379969,0.282859369,0.001727512,91.40823413
120.570337,0.203249615,0.001685735,163.6819231,0.28637408,0.001749577,92.01089878
120.6209364,0.194785277,0.001614855,163.5842504,0.291826031,0.001783949,92.61356879
120.6351747,0.193646232,0.001605222,163.524027,0.303800099,0.001857832,93.21631147
120.6590083,0.181220066,0.001501919,163.4086637,0.284515375,0.001741128,93.76692693
120.675324,0.181362494,0.001502896,163.3086947,0.282522723,0.001729992,94.16880593
120.7059705,0.18344054,0.00151973,163.2655978,0.293772959,0.001799356,94.54462993
120.7733895,0.179286695,0.001484488,163.2400359,0.298320757,0.001827497,94.8199669
120.8099201,0.181462699,0.001502051,163.2252694,0.30896357,0.001892866,95.04698288
120.8303499,0.172545442,0.001427998,163.2063371,0.298893863,0.001831386,95.32224527
120.8323031,0.171667102,0.001420705,163.179435,0.300214796,0.001839783,95.49703532
120.8139867,0.173004206,0.001431988,163.1303,0.302680842,0.001855454,95.59748
120.7806719,0.168153767,0.001392224,163.0872142,0.307248625,0.001883953,95.6979175
120.7458001,0.158027861,0.001308765,163.040716,0.289774264,0.001777312,95.77227251
120.6992613,0.163081208,0.001351137,162.9864226,0.298232739,0.001829801,95.79838974
120.6810462,0.167240925,0.001385809,162.9628647,0.296726376,0.001820822,95.89880199
120.6246152,0.157473645,0.001305485,162.900409,0.29157548,0.0017899,95.99921353
120.5864206,0.162163437,0.00134479,162.9066615,0.308071286,0.001891091,96.09965151
120.5571809,0.168686313,0.001399222,162.9266566,0.299200979,0.001836415,96.17400917
120.5520603,0.152840685,0.00126784,162.9247127,0.288206795,0.001768957,96.17401444
120.5527969,0.143701909,0.001192025,162.9116277,0.277162112,0.001701303,96.17405224
120.6164306,0.164150672,0.001360931,162.9212187,0.299667663,0.001839341,96.17407264
120.6665418,0.162287868,0.001344928,162.961922,0.295415634,0.001812789,96.17409897
120.745839,0.168431438,0.001394925,163.0217913,0.306726296,0.001881505,96.17414843
120.8198395,0.187691779,0.001553485,163.1065043,0.322100989,0.001974789,96.17415684
120.8465176,0.177602315,0.001469652,163.1766077,0.328270014,0.002011747,96.17416111
120.864335,0.173295739,0.001433804,163.2309873,0.310336959,0.001901214,96.17417974
120.8748727,0.177171398,0.001465742,163.242738,0.299016227,0.001831728,96.17417173
120.89333,0.1764076,0.0014592,163.2679004,0.305913069,0.001873688,96.17413585
120.9172376,0.165247752,0.001366619,163.3083759,0.30551501,0.001870786,96.17413949
