DC_red,AC_red,DC_ir,AC_ir,(AC/DC)_red,(AC/DC)_ir,RR,SpO2
88.83108709,0.110135461,121.427069,0.208882011,0.00123983,0.001720226,0.720736756,94.48913862
88.81660802,0.102177064,121.4108877,0.192655021,0.001150427,0.001586802,0.724997548,94.2882578
88.76131416,0.097639092,121.4005626,0.192442734,0.001100019,0.001585188,0.693935634,94.08732417
88.73566043,0.102957775,121.3928867,0.194431107,0.001160275,0.001601668,0.724416698,93.88641356
88.67331828,0.103699716,121.4059832,0.189213781,0.001169458,0.001558521,0.7503639,93.68553649
88.58530827,0.098532836,121.3781842,0.167348908,0.001112293,0.00137874,0.806746394,93.57405331
88.53370486,0.118054689,121.2507451,0.179076215,0.001333443,0.001476908,0.902861452,93.38405233
88.50582669,0.13132284,121.1907533,0.179900802,0.001483776,0.001484443,0.99955061,93.18309751
88.44383609,0.138124043,121.1044404,0.188275485,0.001561715,0.001554654,1.004541773,92.98219511
88.39436308,0.150394755,121.0449645,0.215000063,0.001701407,0.0017762,0.957891365,92.78128255
88.36945668,0.156574365,121.0118507,0.208576953,0.001771815,0.001723608,1.027969096,92.66977224
88.37734063,0.167572186,120.9686979,0.234362887,0.001896099,0.001937385,0.978690046,92.47969892
88.37787266,0.167362226,120.942334,0.234904606,0.001893712,0.001942286,0.974991241,92.27872161
88.40937022,0.165922499,120.9457065,0.240335905,0.001876752,0.001987139,0.944449587,92.16731124
88.39729588,0.174598309,120.9068439,0.244674058,0.001975154,0.002023658,0.976031903,92.06678995
88.44094994,0.185047699,120.9533457,0.271216489,0.002092331,0.002242323,0.933108373,91.96629047
88.53336862,0.1548073,121.0536025,0.241725997,0.001748576,0.001996851,0.87566664,92.04490599
88.57204817,0.140863392,121.0958803,0.238587001,0.001590382,0.001970232,0.807205374,92.14540083
88.60546836,0.135359671,121.1496534,0.218495803,0.001527667,0.00180352,0.847047648,92.24587112
88.64086415,0.136879657,121.1506462,0.214070237,0.001544205,0.001766976,0.873925422,92.43589164
88.69086448,0.138576079,121.09386,0.22327863,0.001562462,0.001843848,0.847391971,92.63681067
88.71231806,0.136264557,121.053562,0.221935222,0.001536027,0.001833364,0.837819227,92.92731287
88.7333773,0.138942701,120.9899377,0.230072438,0.001565845,0.001901583,0.823442698,93.31835915
88.78599246,0.137588615,120.9558118,0.232922229,0.001549666,0.00192568,0.804736771,93.63064133
88.81209969,0.130308853,120.8999382,0.232935345,0.001467242,0.001926679,0.761539562,93.93203341
88.82051219,0.138039144,120.7967206,0.244026633,0.001554136,0.002020143,0.769319783,94.23340975
88.83383485,0.145445278,120.7290063,0.249330443,0.001637273,0.002065207,0.792788847,94.44522485
88.83965256,0.143273001,120.5764139,0.249642248,0.001612715,0.002070407,0.778936016,94.64612227
88.84901608,0.14788275,120.4998131,0.254818502,0.001664428,0.00211468,0.7870826,94.84698404
88.86336592,0.138016692,120.4150216,0.237582325,0.001553134,0.001973029,0.787182433,94.95833389
88.87689028,0.144195118,120.364024,0.250685468,0.001622414,0.002082728,0.778985267,95.05881787
88.89753451,0.141653343,120.3247507,0.236219826,0.001593445,0.001963186,0.811662975,95.15928257
88.88910521,0.131437769,120.2742489,0.22695101,0.001478671,0.001886946,0.783632027,95.17014965
88.86306182,0.127084282,120.1910061,0.217992043,0.001430114,0.001813713,0.788500362,95.17016341
88.83959777,0.128521265,120.1435867,0.214005835,0.001446666,0.001781251,0.812163348,95.17016605
88.81586719,0.137308961,120.083205,0.213729423,0.001545996,0.001779844,0.868612906,95.17017732
88.79628303,0.136897569,120.052738,0.209506129,0.001541704,0.001745117,0.883438429,95.17020681
88.82080032,0.149754705,120.0774015,0.223608068,0.001686032,0.001862199,0.90539816,95.17022921
88.83524874,0.137373879,120.0955526,0.219659701,0.001546389,0.001829041,0.845464495,95.25997707
88.85199031,0.125183112,120.1162254,0.225932062,0.001408895,0.001880945,0.749035483,95.36039469
88.85642555,0.117014567,120.1166787,0.215888793,0.001316895,0.001797326,0.732696819,95.46082103
88.84893557,0.131028118,120.1066033,0.220902277,0.001474729,0.001839218,0.801823847,95.56124655
88.85743791,0.135946048,120.1040257,0.231767833,0.001529934,0.001929726,0.792824758,95.66163641
88.8635529,0.130604568,120.1000503,0.236555816,0.00146972,0.001969656,0.746181113,95.76209266
88.85988073,0.125692592,120.0795918,0.241990422,0.001414503,0.00201525,0.701899577,95.86257728
88.8717023,0.123838422,120.0722106,0.24115644,0.001393452,0.002008428,0.693802007,95.96305398
88.87546188,0.122907826,120.0491453,0.228568196,0.001382922,0.001903955,0.726341634,96.06348204
88.90100802,0.125495675,120.0543076,0.246357801,0.001411634,0.002052053,0.687912975,96.1638869
88.90898267,0.134281095,120.043611,0.252445013,0.001510321,0.002102944,0.718193529,96.17461077
88.90090159,0.132900881,120.0264273,0.246736737,0.001494933,0.002055687,0.727218227,96.17464524
88.89447825,0.145812297,120.0098455,0.253514322,0.001640285,0.002112446,0.776486202,96.08487043
107.7968841,0.155610945,145.4540518,0.263140289,0.001443557,0.001809096,0.79794399,97.18047016
107.6982377,0.144263451,145.3035213,0.241658597,0.001339515,0.00166313,0.805418514,97.18039636
107.6549505,0.140319176,145.1732301,0.255826365,0.001303416,0.001762214,0.73964659,97.18042433
107.6216349,0.145325148,145.0910183,0.254810645,0.001350334,0.001756212,0.768889888,97.18052293
107.576077,0.158507481,144.9549746,0.263141396,0.001473445,0.001815332,0.81166723,97.18054178
107.5594024,0.147015819,144.8837041,0.253677587,0.001366834,0.001750905,0.780644185,97.18055465
107.5315254,0.144741422,144.7817697,0.259588892,0.001346037,0.001792967,0.750731784,97.18060877
107.5269728,0.133575707,144.7237922,0.247813897,0.001242253,0.001712323,0.725478155,97.1806176
107.5139655,0.131467018,144.6764467,0.243661395,0.00122279,0.001684182,0.726044166,97.18060737
107.5023468,0.134056115,144.6314519,0.251831796,0.001247006,0.001741197,0.71617782,97.18054464
107.5060245,0.135340517,144.5907164,0.252350056,0.001258911,0.001745271,0.721326739,97.18055941
107.4880186,0.131891786,144.5604949,0.257995286,0.001227037,0.001784687,0.687536167,97.1806494
107.4851109,0.134871354,144.5503041,0.263230141,0.001254791,0.001821028,0.689056448,97.18063542
107.4815763,0.131085505,144.5469152,0.273502932,0.001219609,0.00189214,0.64456614,97.18056864
107.4703723,0.117165457,144.5460086,0.257507301,0.001090212,0.00178149,0.611966141,97.18054453
107.4466396,0.128229814,144.5325286,0.251502157,0.001193428,0.001740108,0.685835658,97.180558
107.3934617,0.132392342,144.5005327,0.255399319,0.001232778,0.001767463,0.697484782,97.18054807
107.3414305,0.140839954,144.458775,0.264120716,0.001312074,0.001828347,0.717628959,97.18054127
107.2557204,0.140178241,144.3828028,0.260089182,0.001306954,0.001801386,0.725526571,97.18053377
107.1875835,0.145141505,144.3250836,0.267425892,0.001354089,0.001852941,0.730778069,97.18054118
107.1396261,0.150366321,144.2789349,0.274610879,0.001403461,0.001903333,0.737370294,97.18057564
107.0879075,0.156223289,144.2263841,0.278266015,0.001458832,0.00192937,0.756118545,97.18057505
106.9782517,0.151521728,144.1062413,0.259433821,0.001416379,0.001800296,0.786747945,97.18060971
106.9186972,0.153880928,144.0315446,0.26143162,0.001439233,0.0018151,0.79292232,97.18063057
106.8691928,0.151916969,143.9639774,0.277367687,0.001421523,0.001926646,0.73782222,97.1806862
106.8324506,0.15937382,143.8434472,0.28396836,0.001491811,0.001974149,0.755673029,97.18074598
106.7744846,0.164317649,143.7428511,0.28368221,0.001538922,0.00197354,0.779777828,97.18076746
106.7451525,0.169005369,143.6833498,0.287110838,0.00158326,0.001998219,0.79233565,97.18078185
106.0904988,0.127370176,142.9103005,0.216240708,0.00120058,0.001513122,0.793445925,97.18079369
106.0398158,0.125129861,142.8557555,0.214634903,0.001180027,0.001502459,0.785397282,97.18078245
105.9742873,0.120428958,142.7477897,0.211583655,0.001136398,0.00148222,0.766686299,97.18077037
105.9383329,0.115807962,142.6996578,0.206236207,0.001093164,0.001445247,0.756385692,97.1807876
105.8684086,0.116314988,142.6058885,0.208731424,0.001098675,0.001463694,0.750617901,97.18077331
105.8316264,0.120528677,142.5401613,0.211455269,0.001138872,0.001483479,0.767703732,97.18078619
105.8086005,0.132920154,142.5105726,0.230144143,0.001256232,0.001614927,0.777887915,97.11951893
105.7663805,0.129176814,142.4816492,0.226400278,0.001221341,0.001588979,0.768632783,97.01892298
105.7165728,0.128012041,142.4028792,0.227781549,0.001210899,0.001599557,0.757021081,96.91836037
105.7079123,0.124114981,142.3748511,0.224542833,0.001174131,0.001577124,0.744476157,96.81774252
105.6947224,0.135211493,142.3586685,0.238767295,0.001279264,0.001677223,0.762727464,96.71716997
105.6629768,0.137220203,142.3427133,0.242060002,0.001298659,0.001700544,0.763672977,96.55538434
105.6315464,0.132475077,142.3289414,0.242144687,0.001254124,0.001701303,0.737155002,96.35436914
105.5974159,0.137537162,142.3158427,0.251153663,0.001302467,0.001764763,0.73804102,96.15334362
105.5352482,0.136237722,142.2787556,0.249302177,0.001290922,0.001752209,0.736739279,95.95235609
105.516354,0.136677642,142.2536853,0.248597724,0.001295322,0.001747566,0.741214793,95.75137404
105.4804193,0.123764528,142.2349675,0.230514318,0.001173341,0.001620659,0.723990408,95.61166533
105.3906163,0.123576136,142.180947,0.229190346,0.001172553,0.001611962,0.727407456,95.44997536
105.384274,0.127051891,142.1835335,0.226124022,0.001205606,0.001590367,0.758067586,95.24911634
105.3538656,0.131162921,142.1889606,0.233092338,0.001244975,0.001639314,0.759448775,95.04829826
105.3048699,0.12734272,142.1785138,0.218849526,0.001209277,0.001539259,0.785622706,94.84743772
105.2637713,0.131741127,142.1507684,0.2201404,0.001251533,0.00154864,0.808149875,94.64646933
105.2330797,0.13845689,142.12591,0.22333939,0.001315716,0.001571419,0.837279047,94.44556267
105.1859542,0.130727776,142.0860787,0.220518817,0.001242825,0.001552009,0.800785126,94.24465063
105.1965402,0.12306895,142.1096334,0.225597287,0.001169895,0.001587488,0.736947731,94.04376353
105.1903315,0.12023133,142.1265355,0.211731221,0.001142988,0.001489737,0.767241514,93.84283163
105.1935778,0.123217981,142.1504945,0.224785628,0.001171345,0.001581321,0.740738123,93.58054862
105.2337465,0.135679293,142.1932705,0.234186308,0.001289314,0.001646958,0.78284554,93.3404132
105.2636632,0.135319944,142.2194082,0.23857287,0.001285533,0.001677499,0.766339378,93.13946062
105.3022353,0.127685888,142.237417,0.228937878,0.001212566,0.001609547,0.753358192,92.93851969
105.3705923,0.149280029,142.2848002,0.256191148,0.001416714,0.001800552,0.786822331,92.73756487
105.403682,0.150933135,142.3477746,0.249397099,0.001431953,0.001752027,0.817312417,92.59792419
105.5095133,0.159053292,142.4330679,0.255550739,0.001507478,0.001794181,0.840203972,92.55885324
105.5550134,0.161192211,142.5196863,0.241525917,0.001527092,0.001694685,0.901106878,92.55884595
105.6641162,0.200953133,142.554257,0.263363301,0.001901811,0.00184746,1.029419026,92.62022525
105.6830818,0.182114421,142.6259776,0.278665817,0.001723213,0.001953822,0.881969983,92.72066759
105.6935183,0.186867724,142.6198456,0.263678797,0.001768015,0.001848823,0.956292376,92.94385687
105.7332302,0.178769153,142.5953929,0.251459899,0.001690757,0.00176345,0.958777513,93.24525785
105.8082184,0.183750955,142.5618428,0.263508225,0.001736642,0.001848378,0.939548772,93.54665215
105.8917593,0.183827779,142.5554424,0.262886107,0.001735997,0.001844097,0.941380381,93.90944064
105.9782176,0.185583097,142.5153789,0.263029743,0.001751144,0.001845624,0.94880874,94.3112487
106.0332536,0.188758177,142.4489263,0.279570206,0.001780179,0.0019626,0.90705157,94.71304988
106.0884784,0.183863653,142.4165851,0.280157566,0.001733116,0.00196717,0.881020222,95.05343059
106.1234495,0.178985106,142.34902,0.276930186,0.001686575,0.001945431,0.866941356,95.35476186
106.1540403,0.176072528,142.338607,0.269044809,0.001658651,0.001890175,0.877512202,95.65622691
106.2099553,0.181295259,142.3039358,0.279096949,0.001706952,0.001961274,0.870328178,95.9576606
106.3065715,0.173092271,142.2762833,0.273313769,0.001628237,0.001921007,0.847595347,96.19771926
106.339411,0.170118519,142.2417835,0.261815933,0.001599769,0.00184064,0.869137444,96.39870224
106.3842728,0.167029432,142.1705172,0.264997662,0.001570058,0.001863942,0.842331569,96.59968784
106.4171176,0.166315948,142.0999112,0.265543141,0.001562868,0.001868707,0.83633664,96.73924741
106.4274776,0.16103296,142.0682943,0.259444644,0.001513077,0.001826197,0.828539971,96.83983821
106.4563493,0.151606447,142.0486869,0.264459799,0.001424118,0.001861755,0.764933465,96.94044491
106.4637068,0.154373346,142.0286276,0.26944584,0.001450009,0.001897123,0.764319855,97.04104473
106.465647,0.148693609,141.9869609,0.272106874,0.001396635,0.001916422,0.728772132,97.14162549
106.4437184,0.149501691,141.9420896,0.270522845,0.001404514,0.001905868,0.736942015,97.11903884
106.432388,0.15665025,141.890409,0.287314842,0.001471829,0.002024907,0.726862502,97.01849195
106.4261575,0.160091943,141.878489,0.301426854,0.001504254,0.002124542,0.708036597,96.91790409
106.4299718,0.166932181,141.9112357,0.298831224,0.00156847,0.002105762,0.744846753,96.81734391
106.4097482,0.153478847,141.9095517,0.289222905,0.001442338,0.002038079,0.707694885,96.71677715
106.4055351,0.143859707,141.9046478,0.274512088,0.001351995,0.001934483,0.69889205,96.61624089
106.3871313,0.151783046,141.8904734,0.279037912,0.001426705,0.001966573,0.725477903,96.51567392
106.3657514,0.144477527,141.8647234,0.247492733,0.001358309,0.001744569,0.778592923,96.41507127
106.3544918,0.140728216,141.8415662,0.240572147,0.0013232,0.001696062,0.78015971,96.31445839
106.356252,0.147480695,141.8282049,0.246479199,0.001386667,0.001737872,0.797911054,96.21389659
106.392527,0.149662361,141.875877,0.256809652,0.0014067,0.001810101,0.777138966,96.17495527
106.4128424,0.139029559,141.9109798,0.242289938,0.001306511,0.001707338,0.765233052,96.17495506
106.4440115,0.129927641,141.9814722,0.233358154,0.00122062,0.001643582,0.74265826,96.17499601
106.4771619,0.142003381,142.0155394,0.25582064,0.001333651,0.001801357,0.740359246,96.17500432
106.5409248,0.153198506,142.1057582,0.272475483,0.001437931,0.001917413,0.749932739,96.17504668
106.5699275,0.163511173,142.1487028,0.280296545,0.001534309,0.001971854,0.778104487,96.17503432
106.6092321,0.156772266,142.208337,0.288590079,0.001470532,0.002029347,0.724632954,96.17501617
106.6403662,0.160516214,142.2466861,0.29044823,0.001505211,0.002041863,0.737175178,96.23678586
106.6887917,0.163688556,142.2909626,0.287154742,0.001534262,0.002018081,0.760257734,96.33741261
121.798,0.144330999,164.184657,0.298944382,0.001185003,0.001820781,0.650821114,95.16957679
122.0997134,0.166020733,164.4195425,0.334004413,0.001359714,0.002031416,0.669343287,95.16959543
122.1356968,0.185746994,164.4492818,0.348844017,0.001520825,0.002121286,0.716935164,95.16960343
122.1786548,0.180911063,164.4671099,0.340341534,0.001480709,0.002069359,0.715539966,95.16956887
122.1911242,0.162964732,164.4753922,0.322901711,0.001333687,0.001963222,0.679335877,95.16957628
122.2008733,0.17361468,164.4881312,0.32726448,0.001420732,0.001989593,0.714081577,95.16959331
122.200098,0.188231819,164.4987241,0.320516281,0.001540357,0.001948442,0.790558341,95.16956858
122.1808742,0.184000845,164.4517252,0.317080015,0.001505971,0.001928104,0.781063157,95.16958124
122.1695751,0.200670701,164.4399587,0.325747202,0.001642559,0.001980949,0.829177614,95.16956897
122.1850316,0.192514228,164.5118822,0.314720502,0.001575596,0.001913056,0.823601373,95.16956219
122.2045469,0.186119211,164.5645782,0.307114084,0.001523014,0.001866222,0.816094525,95.16956492
122.2059066,0.167887802,164.6081145,0.281190339,0.001373811,0.001708241,0.80422541,95.19517651
122.1703082,0.163108555,164.6119219,0.275197592,0.001335092,0.001671796,0.798597099,95.29560386
122.1456788,0.180143246,164.6063845,0.286300658,0.001474823,0.001739305,0.847938212,95.3960464
122.1413829,0.185435054,164.6276972,0.293639111,0.0015182,0.001783656,0.851173327,95.49647526
122.1324184,0.190542955,164.6290476,0.308428638,0.001560134,0.001873476,0.83274821,95.59691011
122.1353912,0.183392149,164.6551433,0.30460261,0.001501548,0.001849943,0.811672611,95.69734829
122.1306038,0.165987978,164.6900445,0.299008312,0.001359102,0.001815582,0.748576545,95.77210993
122.1144348,0.163128759,164.6708887,0.29585526,0.001335868,0.001796646,0.743534393,95.77213416
122.0773865,0.16469585,164.6355355,0.295017181,0.00134911,0.001791941,0.752876435,95.77213769
122.0362698,0.176284506,164.5836951,0.311169427,0.001444526,0.001890646,0.76403826,95.79780159
122.0031904,0.189387803,164.5372696,0.3284441,0.001552318,0.001996168,0.777649039,95.87259009
122.0042663,0.177364116,164.5445163,0.31753371,0.001453753,0.001929774,0.753328357,95.87259252
121.9985896,0.168073618,164.5548254,0.312984178,0.001377669,0.001902005,0.724324172,95.87259558
121.9644754,0.145369801,164.562201,0.28158636,0.001191903,0.001711124,0.696561258,95.84686803
121.9463367,0.140722664,164.550379,0.2749238,0.001153972,0.001670758,0.690687887,95.74641787
121.9156773,0.137652243,164.5431854,0.267043427,0.001129077,0.001622938,0.695699583,95.64598587
121.8898146,0.134167732,164.5420177,0.269001803,0.00110073,0.001634852,0.673290195,95.57124159
121.8859177,0.134371045,164.5476531,0.26327838,0.001102433,0.001600013,0.689014972,95.5712208
121.8606771,0.138241294,164.5906002,0.283652348,0.001134421,0.001723381,0.658253004,95.57122424
121.8398506,0.149242734,164.621307,0.268166973,0.001224909,0.001628993,0.751942435,95.54558873
121.8307883,0.14866838,164.6359789,0.247392618,0.001220286,0.001502664,0.812081412,95.44520313
121.7709633,0.143688296,164.636553,0.246031156,0.001179988,0.00149439,0.789612126,95.34481764
121.6788551,0.154847468,164.6666182,0.262966291,0.001272591,0.001596962,0.796882847,95.24439818
121.6376493,0.150573834,164.6981091,0.26136242,0.001237888,0.001586918,0.780058116,95.16971499
121.5819025,0.144864505,164.7239467,0.25629603,0.001191497,0.001555912,0.765786865,95.16974176
121.471059,0.161406572,164.7353264,0.269304029,0.001328766,0.001634768,0.812816081,95.16975624
121.3613335,0.150087451,164.7322066,0.265176163,0.001236699,0.001609741,0.768259741,95.1697613
121.2813685,0.141887155,164.7217418,0.250986558,0.001169901,0.0015237,0.767802382,95.16979566
121.1934242,0.133227571,164.7010307,0.243063172,0.001099297,0.001475784,0.744890111,95.1439825
121.163244,0.130477777,164.6830799,0.251988173,0.001076876,0.00153014,0.703776044,95.0435422
121.0718386,0.142715233,164.6905601,0.285378619,0.001178765,0.001732817,0.680259269,94.94314774
121.0190964,0.150870031,164.7089386,0.289457112,0.001246663,0.001757386,0.709385028,94.84270684
120.9645937,0.134931177,164.7233483,0.267357127,0.00111546,0.001623068,0.687254247,94.74228673
120.8274273,0.135235048,164.6822222,0.26269145,0.001119241,0.001595142,0.701656433,94.64185901
120.7466534,0.125291113,164.6437589,0.251707505,0.001037636,0.001528801,0.678725668,94.51554481
120.7113801,0.125949348,164.5982407,0.243978622,0.001043392,0.001482267,0.703916463,94.31469023
120.548909,0.141641349,164.5521861,0.264253943,0.00117497,0.001605897,0.731659387,94.11379704
120.4726883,0.139683571,164.5258182,0.269165175,0.001159463,0.001636006,0.70871548,93.88699906
120.311851,0.130050686,164.5149119,0.264189156,0.001080947,0.001605868,0.673123138,93.61147926
120.2169635,0.122530564,164.4891968,0.241947894,0.001019245,0.001470904,0.692937736,93.41051562
120.1719819,0.124636592,164.4698232,0.246309313,0.001037152,0.001497596,0.692544576,93.20951416
120.0980753,0.115410201,164.4614353,0.228520163,0.000960966,0.001389506,0.6915884,93.00855002
119.9308781,0.131709245,164.388617,0.243246409,0.00109821,0.001479703,0.742182229,92.80761577
119.8598277,0.128366523,164.3734081,0.234197137,0.001070972,0.001424787,0.751671543,92.58073315
119.8584834,0.137725382,164.4096425,0.238239766,0.001149067,0.001449062,0.792972704,92.30518982
119.8985255,0.146399795,164.4886354,0.242314695,0.001221031,0.001473139,0.828863031,92.07826395
119.9601422,0.158097994,164.5194254,0.243289906,0.001317921,0.001478791,0.891214987,91.77691144
120.0112075,0.171741811,164.5500512,0.24776047,0.001431048,0.001505685,0.950430223,91.50145479
120.1146684,0.188523205,164.5680015,0.268652394,0.001569527,0.00163247,0.961442794,91.30051225
120.1874886,0.198672334,164.5817942,0.273832178,0.00165302,0.001663806,0.993517327,91.07365307
120.2220579,0.199497461,164.5603898,0.270532239,0.001659408,0.001643969,1.009391157,90.77237006
120.2569141,0.201496439,164.51689,0.277291178,0.00167555,0.001685488,0.994103857,90.47105887
120.3550274,0.208781401,164.4748198,0.260845886,0.001734713,0.001585932,1.093812797,90.16973725
120.3614834,0.212965505,164.4168661,0.274233497,0.001769383,0.001667916,1.060834405,89.92036772
120.4096792,0.213020629,164.3473173,0.278375969,0.001769132,0.001693827,1.044458383,89.84593216
120.4308089,0.209489969,164.3064577,0.288303986,0.001739505,0.001754672,0.991355948,89.87184707
120.451103,0.219470989,164.2052521,0.286302895,0.001822075,0.001743567,1.045027316,89.99828064
120.4711138,0.21639813,164.0779955,0.278170616,0.001796266,0.001695356,1.059521239,90.22518706
120.480394,0.212528704,163.9876118,0.277275213,0.001764011,0.00169083,1.043280786,90.52656058
120.4984713,0.19984919,163.8078339,0.272248036,0.001658521,0.001661996,0.997908602,90.87995328
120.531168,0.205121065,163.7379969,0.282859369,0.001701809,0.001727512,0.985121511,91.40823413
120.570337,0.203249615,163.6819231,0.28637408,0.001685735,0.001749577,0.963510094,92.01089878
120.6209364,0.194785277,163.5842504,0.291826031,0.001614855,0.001783949,0.90521323,92.61356879
120.6351747,0.193646232,163.524027,0.303800099,0.001605222,0.001857832,0.864029869,93.21631147
120.6590083,0.181220066,163.4086637,0.284515375,0.001501919,0.001741128,0.862612746,93.76692693
120.675324,0.181362494,163.3086947,0.282522723,0.001502896,0.001729992,0.868730225,94.16880593
120.7059705,0.18344054,163.2655978,0.293772959,0.00151973,0.001799356,0.844596804,94.54462993
120.7733895,0.179286695,163.2400359,0.298320757,0.001484488,0.001827497,0.812306667,94.8199669
120.8099201,0.181462699,163.2252694,0.30896357,0.001502051,0.001892866,0.793532813,95.04698288
120.8303499,0.172545442,163.2063371,0.298893863,0.001427998,0.001831386,0.779735806,95.32224527
120.8323031,0.171667102,163.179435,0.300214796,0.001420705,0.001839783,0.772213439,95.49703532
120.8139867,0.173004206,163.1303,0.302680842,0.001431988,0.001855454,0.771772231,95.59748
120.7806719,0.168153767,163.0872142,0.307248625,0.001392224,0.001883953,0.738990961,95.6979175
120.7458001,0.158027861,163.040716,0.289774264,0.001308765,0.001777312,0.736373059,95.77227251
120.6992613,0.163081208,162.9864226,0.298232739,0.001351137,0.001829801,0.738406342,95.79838974
120.6810462,0.167240925,162.9628647,0.296726376,0.001385809,0.001820822,0.76108996,95.89880199
120.6246152,0.157473645,162.900409,0.29157548,0.001305485,0.0017899,0.729361968,95.99921353
120.5864206,0.162163437,162.9066615,0.308071286,0.00134479,0.001891091,0.711118796,96.09965151
120.5571809,0.168686313,162.9266566,0.299200979,0.001399222,0.001836415,0.761931446,96.17400917
120.5520603,0.152840685,162.9247127,0.288206795,0.00126784,0.001768957,0.716715975,96.17401444
120.5527969,0.143701909,162.9116277,0.277162112,0.001192025,0.001701303,0.700653779,96.17405224
120.6164306,0.164150672,162.9212187,0.299667663,0.001360931,0.001839341,0.739901591,96.17407264
120.6665418,0.162287868,162.961922,0.295415634,0.001344928,0.001812789,0.741911073,96.17409897
120.745839,0.168431438,163.0217913,0.306726296,0.001394925,0.001881505,0.74138814,96.17414843
120.8198395,0.187691779,163.1065043,0.322100989,0.001553485,0.001974789,0.786658458,96.17415684
120.8465176,0.177602315,163.1766077,0.328270014,0.001469652,0.002011747,0.730535236,96.17416111
120.864335,0.173295739,163.2309873,0.310336959,0.001433804,0.001901214,0.754151891,96.17417974
120.8748727,0.177171398,163.242738,0.299016227,0.001465742,0.001831728,0.800196587,96.17417173
120.89333,0.1764076,163.2679004,0.305913069,0.0014592,0.001873688,0.77878527,96.17413585
120.9172376,0.165247752,163.3083759,0.30551501,0.001366619,0.001870786,0.730505096,96.17413949
